"Region","naics","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Detroit",311313,91,124,150,175,175,119,114,158,192,201,197,0.00010466792374437,1.63037777975071,0.362637362637363,0.209677419354839,0.166666666666667,0,-0.32,-0.042016806722689,0.385964912280702,0.215189873417722,0.046875,-0.0199004975124378,-0.0175997800785296,-0.0203671445799276,0.0694843386677608,-0.0617726051924798,0.122001090512541,-0.0392418904142875,-0.0361659079413252,-0.158619784833377,0.182909714642133,0.0997890851568679,-0.0660433896679852,0.00112528469842125,"Beet Sugar Manufacturing","3"
"Detroit",311314,0,0,0,82,83,80,81,0,75,76,75,0.0000398481943189226,0.677952277209956,NA,NA,NA,0.0121951219512195,-0.036144578313253,0.0125,-1,NA,0.0133333333333334,-0.0131578947368421,-0.0182607788293252,0.106728538283063,0.154088050314465,-0.180139267332728,-0.106105366814377,0.0203800605893694,-0.0325236167341431,-1,NA,0.0178272980501393,-0.0238095238095238,-0.0240155094842443,"Cane Sugar Manufacturing ","3"
"Detroit",311340,24,14,6,16,7,12,18,18,18,17,21,0.0000111574944092983,0.0636173830399977,-0.416666666666667,-0.571428571428571,1.66666666666667,-0.5625,0.714285714285714,0.5,0,0,-0.0555555555555556,0.235294117647059,0.015870540135246,-0.125200128081972,0.00941225685003144,-0.0971301284707833,0.00585231510700557,0.0646854144087616,0.0867398874899545,0.111615066061921,-0.0643516054638993,0.00455041001090195,0.00443542679186515,0.00991468125436964,"Nonchocolate Confectionery Manufacturing","3"
"Detroit",311351,0,0,3,3,3,6,6,0,12,11,14,0.00000743832960619889,0.116342202128216,NA,NA,0,0,1,0,-1,NA,-0.0833333333333334,0.272727272727273,-0.0129017447199265,0.0191105343871654,0.0244241231624032,-0.00790960451977396,-0.163097949886105,-0.0273543821448013,0.198125087449279,-1,NA,0.0762575157647749,0.05736476359177,-0.00932458695206478,"Chocolate and Confectionery Manufacturing from Cacao Beans ","3"
"Detroit",311352,94,162,119,109,98,101,102,0,73,176,160,0.0000850094812137016,0.274258826116099,0.723404255319149,-0.265432098765432,-0.0840336134453782,-0.100917431192661,0.0306122448979591,0.00990099009900991,-1,NA,1.41095890410959,-0.0909090909090909,0.0127765212731934,-0.0063543218509623,0.0470289455969648,-0.036850872322394,-0.108471387826931,0.0350202498043086,0.0193015914770485,-1,NA,0.0998845094613403,0.0128964514565721,-0.0118957831904003,"Confectionery Manufacturing from Purchased Chocolate ","3"
"Detroit",311412,187,286,272,268,278,258,300,468,476,653,651,0.000345882326688248,0.704543352732946,0.529411764705882,-0.048951048951049,-0.0147058823529411,0.0373134328358209,-0.0719424460431655,0.162790697674419,0.56,0.017094017094017,0.371848739495798,-0.00306278713629404,0.00069769633329247,0.0155783662554989,-0.0205204865121967,-0.00645161290322582,0.0302332076525624,0.0711453744493391,-0.0416488713836031,-0.0482454692503218,0.0299672233494614,-0.00159956895825963,0.00489071775499195,-0.0007871424782131,"Frozen Specialty Food Manufacturing","3"
"Detroit",311421,537,507,511,545,646,599,424,917,964,1016,1186,0.000630132779496563,1.62394617889711,-0.0558659217877095,0.00788954635108485,0.066536203522505,0.185321100917431,-0.0727554179566563,-0.292153589315526,1.1627358490566,0.0512540894220284,0.053941908713693,0.167322834645669,0.0301060657393632,0.0100354308109498,0.00601630477384973,-0.0382779779877277,-0.0315373708729998,-0.0333172986426286,-0.000865426222414589,-0.00781723689909053,0.00667845217049701,0.013159891598916,0.00778909526662663,0.00217080310914921,"Fruit and Vegetable Canning","3"
"Detroit",311422,0,0,3,0,0,0,2,41,2,3,3,0.00000159392777275691,0.0154954314637271,NA,NA,-1,NA,NA,NA,19.5,-0.951219512195122,0.5,0,0.377235772357723,-0.0114065780265921,0.0567707227295251,0.11239868711903,0.0422713313662912,-0.0281356519729621,-0.118119129711093,-0.0633636670037074,-0.0537603454480029,-0.0710374201399452,0.0221876535123628,-0.0110908639510242,"Specialty Canning","3"
"Detroit",311423,2,2,0,14,14,15,14,76,80,85,84,0.0000446299776371934,0.317762241514033,0,-1,NA,0,0.0714285714285714,-0.0666666666666667,4.42857142857143,0.0526315789473684,0.0625,-0.0117647058823529,0.125711482360089,-0.0753913670007205,0.0658118447152167,0.00890661349285482,-0.0442058106594637,0.0219878687620623,0.0232683617724421,0.0359214342209333,0.110517274288986,0.0085367251059929,-0.0315855251945691,0.00450328648862439,"Dried and Dehydrated Food Manufacturing","3"
"Detroit",311511,527,529,578,573,573,569,620,568,620,530,574,0.000304971513854155,0.663501739247026,0.00379506641366234,0.0926275992438563,-0.00865051903114189,0,-0.00698080279232116,0.0896309314586994,-0.0838709677419355,0.091549295774648,-0.145161290322581,0.0830188679245283,-0.00366975823220062,-0.0134259580070681,-0.00230030378057555,0.0380161216515893,0.0405914069653091,-0.0439125334028547,-0.0160539904903114,-0.0517883432926302,0.0442414832404785,0.0101282208267006,-0.0339071104492086,-0.00191202787663733,"Fluid Milk Manufacturing","3"
"Detroit",311512,2,2,6,6,8,7,6,0,0,0,0,0,0,0,2,0,0.333333333333333,-0.125,-0.142857142857143,-1,NA,NA,NA,-0.109199134199134,0.0871313672922251,-0.0419235511713933,0.0225225225225225,0.357457520453115,-0.0505331478905888,-0.033203125,0.1,-0.0408631772268135,-0.0105313547151747,0.519109820996613,0.0183974570988945,"Creamery Butter Manufacturing","3"
"Detroit",311513,10,9,16,21,44,15,16,30,29,30,29,0.0000154079684699834,0.0363687559098057,-0.1,0.777777777777778,0.3125,1.0952380952381,-0.659090909090909,0.0666666666666667,0.875,-0.0333333333333333,0.0344827586206897,-0.0333333333333333,-0.0379829606710484,-0.0264508576831299,0.00991976322057031,0.016233171535855,0.0881829446885209,0.0145965754984576,-0.0122643049546975,0.0101439993388839,-0.0173436413465865,0.00836698164259242,0.0613647622192866,0.00212490501310078,"Cheese Manufacturing","3"
"Detroit",311514,99,115,130,138,138,143,138,50,86,50,90,0.0000478178331827072,0.314757516933618,0.161616161616162,0.130434782608696,0.0615384615384615,0,0.036231884057971,-0.034965034965035,-0.63768115942029,0.72,-0.418604651162791,0.8,0.0194560351762301,-0.00772576770758948,0.0486783564511908,0.0150985774893935,-0.0812538414259373,0.0369280171260369,0.0149677419354839,0.0891812865497077,-0.0194339072074701,0.0241042733007975,0.0715987679432788,0.00520354499428561,"Dry, Condensed, and Evaporated Dairy Product Manufacturing","3"
"Detroit",311520,247,189,9,12,6,6,6,9,14,37,23,0.0000122201129244696,0.0699522177988422,-0.234817813765182,-0.952380952380952,0.333333333333333,-0.5,0,0,0.5,0.555555555555556,1.64285714285714,-0.378378378378378,0.127186258765206,-0.0164213185638634,0.107631513954063,-0.0429896539422048,-0.0292171481826654,0.0190083041328661,0.0354703471666118,-0.0957146756437085,0.0311399537176777,0.00839147192272049,0.0258357927330786,-0.000768174506647807,"Ice Cream and Frozen Dessert Manufacturing","3"
"Detroit",311611,78,100,94,96,82,88,70,136,90,56,118,0.0000626944923951049,0.0447353884018654,0.282051282051282,-0.0600000000000001,0.0212765957446808,-0.145833333333333,0.0731707317073171,-0.204545454545455,0.942857142857143,-0.338235294117647,-0.377777777777778,1.10714285714286,0.0387404577235561,0.0019952137607222,-0.0678440137968594,0.024502017491008,0.0276109517105365,0.0172903166133871,-0.0201957062814671,-0.00531248550085839,0.0142733866641789,-0.0632458782680678,0.0438467297519545,0.00134212790278453,"Animal (except Poultry) Slaughtering","3"
"Detroit",311612,1270,845,609,466,370,417,453,569,622,412,413,0.000219430723382867,0.253764167535551,-0.334645669291339,-0.279289940828402,-0.234811165845649,-0.206008583690987,0.127027027027027,0.0863309352517985,0.2560706401766,0.093145869947276,-0.337620578778135,0.00242718446601953,0.0340040483452137,-0.00063904368991341,0.00499337038395353,0.0353226289392918,-0.0285592921633664,0.0144854726618102,-0.0160577381607424,0.0284081906554947,-0.0565428988318032,0.0102111390751378,-0.0020253886749394,-0.00178740075908114,"Meat Processed from Carcasses","3"
"Detroit",311613,133,175,178,178,174,177,173,176,179,180,180,0.0000956356663654143,1.16402203263919,0.315789473684211,0.0171428571428571,0,-0.0224719101123596,0.0172413793103448,-0.0225988700564972,0.0173410404624277,0.0170454545454546,0.005586592178771,0,-0.0167162014716467,-0.0262712707732112,-0.0172713336739908,0.142782861896839,0.0825370825370826,-0.0294216543375925,-0.100381084358219,-0.0215654183113507,-0.0304044081472006,-0.0758067789730059,0.0949818820687383,-0.00344044257152535,"Rendering and Meat Byproduct Processing","3"
"Detroit",311615,29,42,51,38,36,37,41,39,39,73,43,0.0000228462980761823,0.0112007387339713,0.448275862068966,0.214285714285714,-0.254901960784314,-0.0526315789473685,0.0277777777777777,0.108108108108108,-0.0487804878048781,0,0.871794871794872,-0.410958904109589,-0.0106918508203849,0.00533697500408925,-0.0215751118106899,0.031080809330817,-0.0242929101608651,-0.0492342702503229,0.011033573762008,-0.0186871413432508,-0.035253798004825,-0.00717239514912926,0.0532838672072771,0.0016833524863429,"Poultry Processing","3"
"Detroit",311710,9,7,8,10,8,9,6,0,3,3,3,0.00000159392777275691,0.0061274019518143,-0.222222222222222,0.142857142857143,0.25,-0.2,0.125,-0.333333333333333,-1,NA,0,0,-0.0188383838383838,-0.0551591792550312,-0.0971773773565253,0.0286686663590217,-0.101777603319688,0.0309651641902859,-0.0079023858544266,-1,NA,0.0188667926452504,-0.0705075365049458,-0.0133497218007125,"Seafood Product Preparation and Packaging","3"
"Detroit",311813,32,24,20,208,201,189,195,192,194,196,21,0.0000111574944092983,0.059921381981081,-0.25,-0.166666666666667,9.4,-0.0336538461538461,-0.0597014925373134,0.0317460317460319,-0.0153846153846153,0.0104166666666667,0.0103092783505154,-0.892857142857143,-0.311203297701028,-0.0128559950004464,0.00963190738898434,-0.113360505217898,-0.0351586179026065,0.0530890052356021,0.0212787113453317,0.0345146529062408,0.0380687967625053,0.0203082502266545,0.00408743557846103,0.00703988668795239,"Frozen Cakes, Pies, and Other Pastries Manufacturing","3"
"Detroit",311821,15,14,14,13,7,12,22,25,47,115,164,0.0000871347182440442,0.254208556588385,-0.0666666666666667,0,-0.0714285714285714,-0.461538461538462,0.714285714285714,0.833333333333333,0.136363636363636,0.88,1.4468085106383,0.426086956521739,0.128680842139761,-0.0605969881141283,-0.0321573126812633,0.111037934668072,-0.0099288678126852,-0.0299356383774884,0.0336676438821168,-0.0498865536183425,-0.0117831893165751,0.0538950715421305,0.255181777040278,0.0168121223083201,"Cookie and Cracker Manufacturing","3"
"Detroit",311824,113,103,101,163,174,181,224,0,122,124,90,0.0000478178331827072,0.24654066754764,-0.088495575221239,-0.0194174757281553,0.613861386138614,0.0674846625766872,0.0402298850574712,0.237569060773481,-1,NA,0.0163934426229508,-0.274193548387097,-0.0454244065014673,0.0872331569245406,0.0339094290089696,0.251851460008464,-0.114303824212973,0.0505725190839694,0.115622161671208,-1,NA,0.0134716760103757,-0.028195178335535,-0.0305043362008909,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour ","3"
"Detroit",311830,49,49,51,52,51,49,54,81,91,88,76,0.0000403795035765083,0.247387732382214,0,0.0408163265306123,0.0196078431372548,-0.0192307692307693,-0.0392156862745098,0.102040816326531,0.5,0.123456790123457,-0.032967032967033,-0.136363636363636,0.00287537758465524,0.0642646439106616,0.037616313601267,0.0782293455447434,-0.0113844157376276,-0.00978520286396178,0.0441070137382502,-0.0278162511542013,0.135343701768966,0.0509254418069642,-0.0143781094527363,-0.00196637812943695,"Tortilla Manufacturing","3"
"Detroit",311911,195,162,160,150,163,180,201,198,204,188,163,0.0000866034089864585,0.515869246129681,-0.169230769230769,-0.0123456790123457,-0.0625,0.0866666666666667,0.104294478527607,0.116666666666667,-0.0149253731343284,0.0303030303030303,-0.0784313725490197,-0.132978723404255,0.000213816835958377,0.0909878057579911,-0.0783730158730159,0.156297093649085,-0.0451188481350462,0.0830625243728065,0.0275444071051367,0.0406470828709922,0.0447275380212133,0.130962612806188,-0.0322029068110573,0.00000342354693381942,"Roasted Nuts and Peanut Butter Manufacturing","3"
"Detroit",311919,366,284,188,387,162,208,220,318,229,206,196,0.000104136614486784,0.322401204958916,-0.224043715846995,-0.338028169014085,1.05851063829787,-0.581395348837209,0.283950617283951,0.0576923076923077,0.445454545454546,-0.279874213836478,-0.100436681222707,-0.0485436893203883,-0.00360601354005478,-0.0233979625369701,0.0622181842654284,0.0288275730984888,-0.0263571142654802,0.0407008001011986,-0.0228211984927678,0.00677923935690528,0.126980694980695,0.0456339417858904,0.0276008492569002,0.00527001382104417,"Other Snack Food Manufacturing","3"
"Detroit",311920,113,80,57,158,43,50,50,47,49,52,53,0.0000281593906520387,0.170821745913394,-0.292035398230089,-0.2875,1.7719298245614,-0.727848101265823,0.162790697674419,0,-0.0600000000000001,0.0425531914893618,0.0612244897959184,0.0192307692307692,-0.00947674317283645,-0.00833005893909622,0.142404310959664,0.0284406215316315,0.0102522595440442,0.0313793563893712,-0.0297773174520973,0.152321857485989,0.0199756817787042,0.0934377838328793,0.0387291039352091,0.00244541937697566,"Coffee and Tea Manufacturing","3"
"Detroit",311930,0,0,0,0,0,0,0,60,81,82,78,0.0000414421220916795,0.613112141326238,NA,NA,NA,NA,NA,NA,NA,0.35,0.0123456790123457,-0.0487804878048781,0.00846906280510617,-0.0159924741298213,0.0356915232632249,-0.00123076923076926,0.0247997535428219,0.0643318803547273,0.0713176105069906,-0.0259688900606381,-0.0270672621464338,0.0876338851022396,0.0492390331244406,0.00409804504803042,"Flavoring Syrup and Concentrate Manufacturing","3"
"Detroit",311941,8,15,16,21,12,36,38,21,23,25,13,0.00000690702034861326,0.0531866938146645,0.875,0.0666666666666667,0.3125,-0.428571428571429,2,0.0555555555555556,-0.447368421052632,0.0952380952380953,0.0869565217391304,-0.48,-0.091758278546608,-0.0564569756616571,0.0478539713862851,0.114877589453861,0.0156853281853282,0.0375980042765502,-0.0407579140191195,-0.106164587933401,0.0279743623981841,0.0544261869195297,-0.0291345857714813,-0.0035546350556724,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing","3"
"Detroit",311942,37,49,36,52,43,58,45,35,65,42,37,0.0000196584425306685,0.127342283316636,0.324324324324324,-0.26530612244898,0.444444444444444,-0.173076923076923,0.348837209302326,-0.224137931034483,-0.222222222222222,0.857142857142857,-0.353846153846154,-0.119047619047619,-0.0198002829358082,0.0315763607322768,0.0490709861838972,0.0870231607629428,-0.0562431458561805,-0.0572709163346613,0.00628044843575748,0.0461969202053196,0.00646743978590547,-0.00204963438954131,0.0400777130169303,-0.00189841948716639,"Spice and Extract Manufacturing","3"
"Detroit",311991,188,166,180,137,119,162,167,201,201,229,209,0.000111043634835398,0.261449961340758,-0.117021276595745,0.0843373493975903,-0.238888888888889,-0.131386861313869,0.361344537815126,0.0308641975308641,0.203592814371258,0,0.139303482587065,-0.0873362445414847,0.0152777657698801,0.0116329277894898,-0.0354515553993321,0.00567457115339565,-0.0356153746602821,0.0417617220000537,-0.0215895916527116,0.107881085920426,0.0461805390502448,0.0880568871117977,0.0763577140709499,0.0122227277677858,"Perishable Prepared Food Manufacturing","3"
"Detroit",311999,444,498,335,163,79,68,64,58,54,77,81,0.0000430360498644364,0.187515525174651,0.121621621621622,-0.327309236947791,-0.513432835820895,-0.515337423312883,-0.139240506329114,-0.0588235294117647,-0.09375,-0.0689655172413793,0.425925925925926,0.051948051948052,0.0497763627442877,-0.0822851864931679,-0.0257237582144337,0.0283170783580955,-0.0953168858029251,-0.0198242921062086,-0.00739704118352658,-0.0275595837529372,-0.0588214988435914,-0.000953603520997603,0.022651345497265,0.00544137055655854,"All Other Miscellaneous Food Manufacturing","3"
"Detroit",312111,986,1226,1155,1194,1389,1275,1252,1097,908,992,1227,0.000651916459057574,1.43961080884004,0.243407707910751,-0.0579119086460033,0.0337662337662337,0.163316582914573,-0.08207343412527,-0.0180392156862745,-0.123801916932907,-0.17228805834093,0.0925110132158591,0.236895161290323,-0.00504997095872775,-0.019775237544012,-0.05328937656842,0.00758835758835752,-0.0779428453523161,-0.0668904428904429,0.0656700907310444,-0.0499212362163378,0.0630452804863606,-0.00571895424836599,0.0264248898184807,0.00753153986680151,"Soft Drink Manufacturing","3"
"Detroit",312112,18,15,42,192,198,184,164,164,172,174,188,0.0000998861404260994,1.06356016092145,-0.166666666666667,1.8,3.57142857142857,0.03125,-0.0707070707070707,-0.108695652173913,0,0.0487804878048781,0.0116279069767442,0.0804597701149425,-0.169936034664931,0.0346279831539542,0.257349615558571,0.0396582733812949,-0.0632298244096532,-0.0716528162511542,-0.0974736423314104,0.251597972228345,0.0614598925772651,-0.0586478639568644,0.00449418399718016,-0.00882130841942682,"Bottled Water Manufacturing","3"
"Detroit",312113,53,53,55,67,67,48,42,83,65,89,76,0.0000403795035765083,0.998776924031798,0,0.0377358490566038,0.218181818181818,0,-0.283582089552239,-0.125,0.976190476190476,-0.216867469879518,0.369230769230769,-0.146067415730337,0.0116228168331098,0.0332017229002153,0.0272711481674484,-0.0255326344267839,-0.0555266354329342,-0.0643027742054014,0.0479088945611623,0.0445943413902943,-0.0217040358744395,-0.0372203887055372,-0.0655113311750143,-0.00550388274418178,"Ice Manufacturing","3"
"Detroit",312120,67,55,58,127,228,207,214,266,209,265,314,0.000166831106881889,0.424184298453541,-0.17910447761194,0.0545454545454545,1.18965517241379,0.795275590551181,-0.0921052631578947,0.0338164251207729,0.242990654205608,-0.214285714285714,0.267942583732057,0.184905660377358,-0.0229137358063375,-0.0137611382581202,0.0468505227877154,-0.0468070297546546,0.0277108433734941,-0.0354541902021386,0.0874000957607455,0.0669286004606422,0.135365079365079,0.161419304328375,0.149240436237571,0.0207294772367808,"Breweries","3"
"Detroit",312130,6,11,40,43,30,53,36,47,64,67,69,0.0000366603387734088,0.0856992473559168,0.833333333333333,2.63636363636364,0.075,-0.302325581395349,0.766666666666667,-0.320754716981132,0.305555555555556,0.361702127659574,0.046875,0.0298507462686568,-0.140533521652271,0.0548944842548156,0.0588931821014582,0.0623859690424342,-0.0245138773475154,0.0520771218445637,0.0348438638633235,0.0380783475040425,0.106175569066881,0.0656173344235487,0.106656435833493,0.00546920028580848,"Wineries","3"
"Detroit",312140,3,3,3,7,0,0,7,3,12,34,54,0.0000286906999096243,0.303626149868636,0,0,1.33333333333333,-1,NA,NA,-0.571428571428571,3,1.83333333333333,0.588235294117647,0.168160597572362,0.310760503456834,-0.160265079794428,0.10871315831857,-0.161679256246368,0.125974701091665,0.0657125269313634,0.0804332129963898,0.166666666666667,0.072287776377592,0.225320512820513,0.0109985021380952,"Distilleries","3"
"Detroit",312230,0,0,0,0,0,0,7,0,0,0,3,0.00000159392777275691,0.0131578903505837,NA,NA,NA,NA,NA,NA,-1,NA,NA,NA,-0.0181818181818182,-0.00454421521403259,-0.0457408929060531,-0.0426234213547646,0.0704542047669015,-0.307473276385194,0.082502022108385,-1,NA,0.0350167888713766,-0.0265492584745762,-0.0135818898541587,"Tobacco Manufacturing ","3"
"Detroit",313110,6,12,26,17,3,15,3,0,0,3,3,0.00000159392777275691,0.00700207976490763,1,1.16666666666667,-0.346153846153846,-0.823529411764706,4,-0.8,-1,NA,NA,0,-0.125850358791535,-0.0738183216572756,-0.137162869624869,-0.0520336429826763,-0.221236398949436,-0.105909026498512,-0.0448839863065804,-1,NA,0.0338515453155874,-0.00367819407882874,-0.00113173027428582,"Fiber, Yarn, and Thread Mills ","3"
"Detroit",313210,78,89,2063,413,46,39,45,37,37,38,35,0.0000185958240154972,0.113607425443569,0.141025641025641,22.1797752808989,-0.799806107610276,-0.88861985472155,-0.152173913043478,0.153846153846154,-0.177777777777778,0,0.027027027027027,-0.0789473684210527,-0.912796472886974,-0.19038109502413,-0.134326824254882,-0.25114567256322,-0.199885851988078,-0.156178172307205,0.0632602263654722,-0.0429770318021201,-0.11418285872525,0.0454332308654197,-0.00986792923000246,0.0258055624630888,"Broadwoven Fabric Mills","3"
"Detroit",313220,9,18,12,2,0,0,2,0,9,10,12,0.00000637571109102762,0.118487497672413,1,-0.333333333333333,-0.833333333333333,-1,NA,NA,-1,NA,0.111111111111111,0.2,0.000471380471380496,-0.0638522427440633,-0.117088097922371,-0.108263407515505,-0.119668610003068,-0.00650633205530382,-0.103730557829494,-1,NA,0.0289274588340009,-0.0583910034602076,-0.00682206852932215,"Narrow Fabric Mills and Schiffli Machine Embroidery","3"
"Detroit",313230,35,10,50,22,444,180,214,197,207,203,388,0.000206147991943226,1.24748897621707,-0.714285714285714,4,-0.56,19.1818181818182,-0.594594594594595,0.188888888888889,-0.0794392523364486,0.0507614213197969,-0.0193236714975845,0.911330049261084,-0.408795185096626,-0.0448309998585773,0.063172441022604,0.0127193389657414,-0.0493674367436744,-0.111529003327065,-0.0213285574731358,0.0308878167803472,0.157181280258203,-0.149126069170695,0.095771416083916,0.00504610960616757,"Nonwoven Fabric Mills","3"
"Detroit",313240,0,0,4,7,6,11,11,0,11,12,8,0.00000425047406068508,0.0649659444485188,NA,NA,0.75,-0.142857142857143,0.833333333333333,0,-1,NA,0.0909090909090908,-0.333333333333333,-0.0576872622327168,-0.113606210997003,-0.196463218581961,-0.244774060020697,-0.195578697360007,-0.104587781058369,0.0480659480025365,-1,NA,0.0559570995570062,-0.123316405387503,0.0038958218103193,"Knit Fabric Mills","3"
"Detroit",313310,28,44,51,50,62,44,27,0,42,24,29,0.0000154079684699834,0.0797831824930938,0.571428571428571,0.159090909090909,-0.0196078431372549,0.24,-0.290322580645161,-0.386363636363636,-1,NA,-0.428571428571429,0.208333333333333,-0.0672696687668225,-0.080096485493361,-0.174949762289859,0.034039266937951,-0.234309022491598,-0.048094237695078,-0.015606526365571,-1,NA,-0.0178854993731717,-0.00263807335545907,-0.00386791518925771,"Textile and Fabric Finishing Mills ","3"
