"Region","naics","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2020","Pct_Total","RS_2015","L_T_2006","L_T_2007","L_T_2008","L_T_2009","L_T_2010","L_T_2011","L_T_2012","L_T_2013","L_T_2014","L_T_2015","Local_Trend","N_T_2006","N_T_2007","N_T_2008","N_T_2009","N_T_2010","N_T_2011","N_T_2012","N_T_2013","N_T_2014","N_T_2015","Natl_Trend","Label","Group"
"Austin",221118,0,0,0,0,0,0,0,0,0,0,0,0,12,5,5,5,0.00000347365993147164,0.147620007835366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"Other Electric Power Generation ","2"
"Austin",221121,0,2,0,0,0,0,0,637,696,728,683,690,747,830,856,1076,0.000594690580267944,4.80734881267712,NA,-1,NA,NA,NA,NA,NA,0.0323720399408449,0.0358426065242461,0.0329242585182985,0.0467216774062948,-0.0487613610968326,-0.211626577509814,0.0844554836802889,0.105254666963066,0.115606713846677,0.17134800852881,0.207850632586691,0.17160951603081,0.0805229679213173,0.0574404222586642,0.0230312861910485,"Electric Bulk Power Transmission and Control","2"
"Austin",221310,284,350,364,306,350,334,293,291,390,363,343,414,380,367,423,432,0.000293871630202501,0.995229219125082,0.0329650447242742,-0.0349275561302788,-0.043778903416325,0.0497083119507757,0.00732060149997538,0.00533205591764752,0.0715847986831246,0.0548194312961516,-0.0120833806972115,0.0310666706585978,0.00423912999768173,-0.00862923890229894,-0.0194577676200542,-0.00745974263566218,-0.00459538051902086,-0.00557120552508139,-0.00544744172880751,0.0123659730723735,-0.0060064903645094,0.0015262856404219,0.00655468919615032,0.0020716231008218,"Water Supply and Irrigation Systems","2"
"Austin",221330,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.00798277731049601,-0.0215134617165866,0.0504179236752946,0.120234726284117,0.0796525376709645,0.0698958335654933,0.127816259164924,0.00174185141119487,-0.0354384976099326,-0.0409033778359651,-0.00378274619858299,"Steam and Air-Conditioning Supply","2"
"Austin",236210,0,0,982,379,564,830,536,356,219,257,235,277,249,227,268,273,0.00018618817232688,0.254253982685649,NA,NA,-0.183666344053635,-0.103890707360068,-0.145463133420725,-0.223041264375647,-0.123679450573448,-0.0689995951754113,0.00720146425329626,0.00841740794920276,0.00340943215219369,NA,NA,0.0231332110752545,0.00828416852308722,0.00791509140508251,-0.0161503753745984,-0.058566810149039,-0.00324059876054283,0.0237394077157338,0.0241095735899546,0.000161664026331405,"Industrial Building Construction","2"
"Austin",237120,0,0,297,295,268,473,546,2133,2068,1162,1253,894,849,1064,983,825,0.000682921542527324,0.507443897771998,NA,NA,0.483361084421397,0.476201708708224,0.340955194023717,0.215116689936459,0.103643920318622,-0.168268084001728,-0.124455511115599,-0.032904242845738,-0.0343574816654092,NA,NA,0.13687241038287,0.115038259141579,0.08292071184191,0.0553310804742326,0.0319605131799459,-0.00640814226933295,0.0225324939125571,0.0543520664762278,-0.00209896713236147,"Oil and Gas Pipeline and Related Structures Construction","2"
"Austin",237130,1345,1161,949,930,1000,1408,11959,12127,13444,11914,11078,701,936,1384,1405,767,0.00097609844074353,0.624527617987368,0.00919728641788731,0.59430911563241,0.664552253430744,0.706118181221154,0.641389002045957,0.510677431530423,-0.432971836258859,-0.400892861647173,-0.365368656776492,-0.347885667141725,-0.1139799890136,0.0946610600893376,0.139874446347566,-0.000379885194427221,0.00789349377168524,0.0151678534440196,0.00792913285830799,-0.0317877996919804,0.00775865713670187,0.0224698103560494,0.00982175204589053,-0.0101271279615315,"Power and Communication Line and Related Structures Construction","2"
"Austin",237990,0,0,334,425,1201,389,524,638,412,495,646,10588,10633,10855,11090,19690,0.00770457772800409,10.2592015486553,NA,NA,0.138190201149458,-0.00619390212492676,-0.162446730474657,0.106767973104894,0.824301138351065,0.755363351993396,0.923740651408809,0.862367007876532,0.121660928545319,NA,NA,-0.0283427871283667,-0.0358465304738329,-0.0421480746871128,-0.0591901096216474,-0.0332787905816333,0.0361380000485052,0.0403269767892689,0.0425641314791798,0.00592988570584197,"Other Heavy and Civil Engineering Construction","2"
"Austin",311111,2,2,2,2,9,9,7,5,0,15,14,15,10,12,15,14,0.0000104209797944149,0.0446677389002853,0.350960038520614,0.284735157123439,0.201124433981431,-1,0.10756634324829,0.0923884641403729,0.164658615779657,0.148698354997035,NA,0,-0.0117279931711547,0.0222010998226221,0.0487074544870088,0.0673123202354469,0.0746298970991917,0.0708222328498025,0.0530851261089893,0.0162565914167947,-0.0163252198495256,-0.0223208134076287,0.0415137354815633,-0.00566320532451429,"Dog and Cat Food Manufacturing","3"
"Austin",311119,122,86,87,85,84,84,99,98,85,122,118,88,87,90,87,86,0.0000604416828076065,0.243227474736167,-0.0719232539940552,0.0285545949132582,0.0240976383297509,0,0.0774970974152547,0.0703370138790571,-0.0232813161388261,-0.0235306062897019,0.0114972741551362,-0.0653868561604043,-0.00227708436275113,-0.00877879520517522,-0.0203614606664519,-0.0172149746045287,-0.0210356767931484,-0.0172814576353579,-0.0287274195148695,-0.0190332233925596,-0.0149677523773617,-0.00310396257598822,-0.00350181444881614,0.00105510801756708,"Other Animal Food Manufacturing","3"
"Austin",311211,2,2,0,0,0,0,175,0,0,0,0,0,0,5,7,6,0.00000486312390406029,0.0371630409733335,-1,1.4456911420648,NA,NA,NA,NA,-1,NA,NA,NA,-0.0249687151179006,-0.0343549836096292,-0.0158364181595863,-0.00922925203428215,-0.0230407213013106,-0.00329279460214316,-0.00285074913139061,-0.00777313605162244,0.0133065933759746,0.032282404060292,0.058399167260579,0.00806389782813408,"Flour Milling","3"
"Austin",311212,0,0,14,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,-1,-1,NA,NA,NA,NA,NA,NA,0.0484848484848485,-0.00524687934824897,-0.0245088801333715,-0.0350577276505832,0.0338942497689338,-0.0107296021286708,0.0375791886403642,0.0419652304593854,0.0321258036662462,0.0248968438926105,0.0562577583460557,0.00792618907184941,"Rice Milling","3"
"Austin",311213,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,4,0.00000138946397258865,0.169856988447588,-1,-1,-1,NA,NA,NA,NA,NA,NA,NA,0.127272727272727,-0.0352201842080693,0.0131057615910277,-0.0431153059462236,-0.0117943141291174,-0.0234076050858809,-0.00432916694561603,0.0165634922261586,0.0124191558233842,0.0516951964304408,0.0347518321309954,0.00776786883019155,"Malt Manufacturing","3"
